Référence du modèle;Désignation;Segment;Sous famille;PVP;P.Vente ;Dispatch Mag ;CITY SPORT;GO SPORT;COURIR;DESTOCK
IB4038;M 3S FL TE PT;TEXTILE;SPORTSWEAR APP MEN;50;A;A;X;X;;
IB4079;POWER BP YOUTH;ACCESSOIRES;TRAINING ACC HW ALL;28;C;A;;X;;
IB4095;J BL FL TS;TEXTILE;SPORTSWEAR APP KIDS;60;C;A;X;X;;
IB4556;JUVENTUS BP;ACCESSOIRES;FOOTBALL ACC HW ALL;43;C;A;X;X;;
IB4557;JUVENTUS BB CAP;ACCESSOIRES;FOOTBALL ACC HW ALL;25;B;A;X;X;;
IB4559;RMCF BOTTLE;ACCESSOIRES;FOOTBALL ACC HW ALL;12;C;A;X;X;;
IB4561;JUVENTUS BOTTLE;ACCESSOIRES;FOOTBALL ACC HW ALL;12;C;A;X;X;;
IB4567;MUFC BP;ACCESSOIRES;FOOTBALL ACC HW ALL;43;C;A;X;X;;
IB4568;MUFC BB CAP H;ACCESSOIRES;FOOTBALL ACC HW ALL;25;C;A;X;X;;
IB4576;AFC BP;ACCESSOIRES;FOOTBALL ACC HW ALL;28;C;A;X;X;;
IB4577;AFC BB CAP H;ACCESSOIRES;FOOTBALL ACC HW ALL;25;C;A;X;X;;
IB4586;FCB BB CAP;ACCESSOIRES;FOOTBALL ACC HW ALL;25;C;A;X;X;;
IB4588;RMCF BB CAP H;ACCESSOIRES;FOOTBALL ACC HW ALL;25;C;A;X;X;;
IB4768;I LIN FL JOG;TEXTILE;SPORTSWEAR APP KIDS;35;C;A;X;X;;
IB4853;LB DY SM JKT;TEXTILE;SPORTSWEAR APP KIDS;110;C;A;X;X;;
IB5012;TIRO23L WOV PNT;TEXTILE;FOOTBALL APP GENERIC MEN;45;A;A;X;X;;
IB5013;TIRO23L WOV PNT;TEXTILE;FOOTBALL APP GENERIC MEN;50;A;A;X;X;;
IB5094;aSMC TPR O 7/8;TEXTILE;STELLA MCCARTNEY APP WOMEN;130;C;A;X;;;
IB5532;aSMC TPR TANK;TEXTILE;STELLA MCCARTNEY APP WOMEN;80;A;A;X;;;
IB5911;RELAXED PANT PB;TEXTILE;ORIGINALS APP WOMEN;65;C;A;X;;;
IB5921;HOODIE;TEXTILE;ORIGINALS APP WOMEN;80;C;A;X;;;
IB5922;HOODIE;TEXTILE;ORIGINALS APP WOMEN;80;C;A;X;;;
IB5924;ADIBREAK TP;TEXTILE;ORIGINALS APP WOMEN;75;C;A;X;;;
IB6176;J LEGO CL CREW;TEXTILE;SPORTSWEAR APP KIDS;60;C;A;X;X;;
IB6394;OTR TEE AOP;TEXTILE;RUNNING APP MEN;45;C;A;X;X;;
IB6792;aSMC TPR OT LEG;TEXTILE;STELLA MCCARTNEY APP WOMEN;120;C;A;X;;;
IB6796;aSMC TPR OT 7/8;TEXTILE;STELLA MCCARTNEY APP WOMEN;100;C;A;X;;;
IB6805;aSMC TPA BIKE L;TEXTILE;STELLA MCCARTNEY APP WOMEN;100;C;A;X;;;
IB6851;aSMC SW PULL ON;TEXTILE;STELLA MCCARTNEY APP WOMEN;150;B;A;X;;;
IB6852;aSMC SW PULL ON;TEXTILE;STELLA MCCARTNEY APP WOMEN;150;B;A;X;;;
IB6853;aSMC LOGO TEE;TEXTILE;STELLA MCCARTNEY APP WOMEN;90;C;A;X;;;
IB7307;TRACKPANT;TEXTILE;ORIGINALS APP WOMEN;70;C;A;X;;;
IB7312;LONG SLEEVE;TEXTILE;ORIGINALS APP WOMEN;40;C;A;X;;;
IB7318;TEE DRESS;TEXTILE;ORIGINALS APP WOMEN;40;C;A;X;;;
IB7326;FIREBIRD TP PB;TEXTILE;ORIGINALS APP WOMEN;65;C;A;X;;;
IB7331;TI 3S SHORT;TEXTILE;TRAINING APP MEN;50;A;A;;X;;
IB7383;3 STRIPES TIGHT;TEXTILE;ORIGINALS APP WOMEN;35;A;A;X;;X;
IB7391;TIGHTS;TEXTILE;ORIGINALS APP WOMEN;55;B;A;X;;X;
IB7401;DRESS;TEXTILE;ORIGINALS APP WOMEN;45;B;A;X;;;
IB7405;FIREBIRD TT PB;TEXTILE;ORIGINALS APP WOMEN;75;A;A;X;;;
IB7407;3 STRIPES TEE;TEXTILE;ORIGINALS APP WOMEN;35;C;A;X;;X;
IB7410;3 STRIPES TEE;TEXTILE;ORIGINALS APP WOMEN;35;C;A;X;;;
IB7411;3 STRIPES TEE;TEXTILE;ORIGINALS;35;C;A;X;;;
IB7412;3 STRIPES TEE;TEXTILE;ORIGINALS APP WOMEN;35;A;A;X;;X;
IB7414;HW SHORT TIGHTS;TEXTILE;ORIGINALS APP WOMEN;40;A;A;X;;;
IB7419;TREFOIL TEE;TEXTILE;ORIGINALS APP WOMEN;35;A;A;X;;;
IB7420;TREFOIL TEE;TEXTILE;ORIGINALS APP WOMEN;35;A;A;X;;;
IB7421;TREFOIL TEE;TEXTILE;ORIGINALS APP WOMEN;35;A;A;X;;X;
IB7422;TREFOIL TEE;TEXTILE;ORIGINALS;35;A;A;X;;;
IB7424;TREFOIL TEE;TEXTILE;ORIGINALS;35;A;A;X;;;
IB7425;3 STR SHORT;TEXTILE;ORIGINALS APP WOMEN;35;A;A;X;;;
IB7432;TRF HOODIE;TEXTILE;ORIGINALS APP WOMEN;75;B;A;X;;;
IB7434;TRF HOODIE;TEXTILE;ORIGINALS APP WOMEN;75;C;A;X;;;
IB7455;SLIM PANTS;TEXTILE;ORIGINALS APP WOMEN;65;C;A;X;;;
IB7708;M RASHGD LS;TEXTILE;SWIM APP MEN;50;C;A;X;X;;
IB7813;MILANO 23 SOCK;ACCESSOIRES;FOOTBALL ACC HW ALL;10;C;A;X;X;;
IB7814;MILANO 23 SOCK;ACCESSOIRES;FOOTBALL ACC HW ALL;10;A;A;X;X;;
IB7817;MILANO 23 SOCK;ACCESSOIRES;FOOTBALL ACC HW ALL;10;A;A;X;X;;
IB7818;MILANO 23 SOCK;ACCESSOIRES;FOOTBALL ACC HW ALL;10;C;A;X;X;;
IB7913;D4M HIIT GF SHO;TEXTILE;TRAINING APP MEN;40;C;A;;X;;
IB7919;D4M HIIT GF TEE;TEXTILE;TRAINING APP MEN;35;A;A;;X;;
IB7920;D4M HIIT GF TEE;TEXTILE;TRAINING APP MEN;35;B;A;X;X;;
IB7921;D4M HIIT GF TEE;TEXTILE;TRAINING APP MEN;35;C;A;;X;;
IB7922;D4M HIIT GF TEE;TEXTILE;TRAINING APP MEN;35;C;A;X;X;;
IB7925;D4M HIIT GFX TK;TEXTILE;TRAINING APP MEN;30;C;A;X;X;;
IB8082;TIRO 23 SHO;TEXTILE;FOOTBALL APP GENERIC MEN;30;C;A;X;X;;
IB8103;TR-ES BASE POLO;TEXTILE;TRAINING APP MEN;35;A;A;;X;;
IB8104;TR-ES BASE POLO;TEXTILE;TRAINING APP MEN;35;C;A;;X;;
IB8105;TR-ES BASE POLO;TEXTILE;TRAINING APP MEN;35;B;A;;X;;
IB8121;TR-ES LOGO SHO;TEXTILE;TRAINING APP MEN;35;B;A;X;X;;X
IB8123;TR-ES LOGO SHO;TEXTILE;TRAINING APP MEN;35;B;A;X;X;;
IB8124;TR-ES LOGO SHO;TEXTILE;TRAINING APP MEN;35;C;A;X;X;;
IB8150;TR-ES BASE 3S T;TEXTILE;TRAINING APP MEN;30;B;A;X;X;;
IB8151;TR-ES BASE 3S T;TEXTILE;TRAINING APP MEN;30;C;A;X;X;;
IB8152;TR-ES BASE 3S T;TEXTILE;TRAINING APP MEN;30;C;A;X;X;;
IB8168;TR-ES BASE 3PT;TEXTILE;TRAINING APP MEN;50;C;A;;X;;
IB8170;TR-ES BASE 3PT;TEXTILE;TRAINING APP MEN;50;B;A;;X;;
IB8174;TR-ES+ BL SHORT;TEXTILE;TRAINING APP MEN;35;C;A;;X;;
IB8175;TR-ES+ BL SHORT;TEXTILE;TRAINING APP MEN;35;C;A;X;X;;
IB8235;M D2M POLO;TEXTILE;TRAINING APP MEN;45;C;A;;X;;
IB8243;TR-ES PIQ 3SHO;TEXTILE;TRAINING APP MEN;35;C;A;;X;;
IB8256;TR-ES+ BL LOG T;TEXTILE;TRAINING APP MEN;35;C;A;X;X;;
IB8258;TR-ES+ BL LOG T;TEXTILE;TRAINING APP MEN;35;B;A;X;X;;
IB8259;TR-ES+ BL LOG T;TEXTILE;TRAINING APP MEN;35;B;A;X;X;;
IB8260;TR-ES+ BL LOG T;TEXTILE;TRAINING APP MEN;35;B;A;X;X;;
IB8273;TR-ES FR LOGO T;TEXTILE;TRAINING APP MEN;35;C;A;X;X;;
IB8275;TR-ES FR LOGO T;TEXTILE;TRAINING APP MEN;35;C;A;X;X;;
IB8276;TR-ES FR LOGO T;TEXTILE;TRAINING APP MEN;35;C;A;X;X;;
IB8383;M TIRO ADV TP;TEXTILE;SPORTSWEAR APP MEN;80;C;A;X;X;;
IB8389;M TIRO ADV TT;TEXTILE;SPORTSWEAR APP MEN;80;C;A;X;X;;
IB8517;W FI 3S TEE;TEXTILE;SPORTSWEAR APP WOMEN;35;C;A;X;X;;
IB8520;W FI 3S TEE;TEXTILE;SPORTSWEAR APP WOMEN;35;C;A;X;X;;
IB8574;ST TK;TEXTILE;TRAINING APP WOMEN;35;C;A;X;X;;
IB8577;CREW SET;TEXTILE;ORIGINALS;48;C;A;X;;;
IB8604;LEGGINGS;TEXTILE;ORIGINALS;33;C;A;X;;;
IB8639;SHORT TEE SET;TEXTILE;ORIGINALS APP KIDS;38;C;A;X;;;
IB8646;TIRO L BACKPACK;ACCESSOIRES;FOOTBALL ACC HW ALL;40;C;A;X;X;;
IB8664;SHORT TEE SET;TEXTILE;ORIGINALS APP KIDS;48;C;A;X;;;
IB8708;GRF TEE;TEXTILE;ORIGINALS APP MEN;40;C;A;X;;;
IB8745;W IN3S FT CF PT;TEXTILE;SPORTSWEAR APP WOMEN;50;C;A;X;X;;
IB8773;U BL 2 HOODIE;TEXTILE;SPORTSWEAR APP KIDS;40;B;A;X;X;;X
IB8774;U BL 2 HOODIE;TEXTILE;SPORTSWEAR APP KIDS;40;B;A;X;X;;X
IB8905;G BL TS;TEXTILE;SPORTSWEAR APP KIDS;55;C;A;X;X;;
IB8907;G LIN PT;TEXTILE;SPORTSWEAR APP KIDS;35;C;A;X;X;;
IB8916;G BLUV TIG;TEXTILE;SPORTSWEAR APP KIDS;30;C;A;X;X;;
IB8943;D4R TEE MEN;TEXTILE;RUNNING APP MEN;45;A;A;X;X;;
IB9016;D4T TANK;TEXTILE;TRAINING APP MEN;35;B;A;X;X;;
IB9050;SATIN CAP;ACCESSOIRES;ORIGINALS ACC HW ALL;28;A;A;X;;X;
IB9085;HIIT EN TEE;TEXTILE;TRAINING APP MEN;40;A;A;X;X;;
IB9093;D4T HR HIIT TEE;TEXTILE;TRAINING APP MEN;50;B;A;X;X;;
IB9099;D4T HR HIIT TEE;TEXTILE;TRAINING APP MEN;50;B;A;X;X;;
IB9136;U BL GT;TEXTILE;SPORTSWEAR APP KIDS;25;A;A;X;X;;
IB9137;U BL GT;TEXTILE;SPORTSWEAR APP KIDS;25;C;A;X;X;;
IB9140;U AKD GT;TEXTILE;SPORTSWEAR APP KIDS;25;A;A;X;X;;
IB9142;U AKD GT;TEXTILE;SPORTSWEAR APP KIDS;25;A;A;X;X;;
IB9147;G BL GT;TEXTILE;SPORTSWEAR APP KIDS;25;C;A;X;X;;
IB9162;G BL GT;TEXTILE;SPORTSWEAR APP KIDS;25;C;A;X;X;;
IB9168;MONO LINER 2PP;ACCESSOIRES;ORIGINALS ACC HW ALL;14;A;A;X;;X;
IB9169;HTA BALLCAP;ACCESSOIRES;ORIGINALS ACC HW ALL;25;A;A;X;;X;
IB9170;PRE MID 2PP;ACCESSOIRES;ORIGINALS ACC HW ALL;18;A;A;X;;X;
IB9194;MONOGRAM BUCKET;ACCESSOIRES;ORIGINALS ACC HW ALL;25;A;A;X;;X;
IB9202;REKIVE FEST BAG;ACCESSOIRES;ORIGINALS ACC HW ALL;28;B;A;X;;X;
IB9205;REKIVE BASE CAP;ACCESSOIRES;ORIGINALS ACC HW ALL;30;C;A;X;;X;
IB9206;REKIVE BP;ACCESSOIRES;ORIGINALS ACC HW ALL;38;C;A;X;;X;
IB9211;CAMO CL BP;ACCESSOIRES;ORIGINALS ACC HW ALL;31,15;B;A;X;;X;
IB9285;AC FESTIVAL BAG;ACCESSOIRES;ORIGINALS ACC HW ALL;23;C;A;X;;X;
IB9286;AC FESTIVAL BAG;ACCESSOIRES;ORIGINALS;23;C;A;X;;X;
IB9295;KIDS ANKLE SOCK;ACCESSOIRES;ORIGINALS ACC HW ALL;9;B;A;X;;X;
IB9304;AC ARCHIVE BP;ACCESSOIRES;ORIGINALS ACC HW ALL;38;C;A;X;;X;
IB9349;PE FEST BAG;ACCESSOIRES;ORIGINALS ACC HW ALL;28;C;A;X;;X;
IB9371;CAMP COOLER;ACCESSOIRES;ORIGINALS ACC HW ALL;40;C;A;X;;X;
IB9389;MID CUT CRW SCK;ACCESSOIRES;ORIGINALS ACC HW ALL;13;C;A;X;;X;
IB9455;W BL T;TEXTILE;NOT SPORTS SPECIFIC;30;C;A;X;X;;
IB9486;ADV BOONIE CAP;ACCESSOIRES;ORIGINALS ACC HW ALL;50;C;A;X;;X;
IB9488;ADV TRAIL CAP;ACCESSOIRES;ORIGINALS ACC HW ALL;25;C;A;X;;X;
IB9491;ADV CAP;ACCESSOIRES;ORIGINALS ACC HW ALL;20;C;A;X;;X;
IB9894;SHORT TEE SET;TEXTILE;ORIGINALS APP KIDS;48;C;A;X;;;
IB9929;TREFOIL TEE;TEXTILE;ORIGINALS APP KIDS;28;A;A;X;;;
IB9934;TREFOIL TEE;TEXTILE;ORIGINALS APP KIDS;28;C;A;X;;;
IB9964;CLASSICS SHIRT;TEXTILE;ORIGINALS APP MEN;55;C;A;X;;;
IB9965;CLASSICS SHIRT;TEXTILE;ORIGINALS APP MEN;55;C;A;X;;;
IB9967;BASEB CLASS TRE;ACCESSOIRES;ORIGINALS ACC HW ALL;18;B;A;X;;X;
IB9969;BASEB CLASS TRE;ACCESSOIRES;ORIGINALS ACC HW ALL;18;B;A;X;;X;
IB9971;BASEB CLASS TRE;ACCESSOIRES;ORIGINALS ACC HW ALL;18;C;A;X;;X;
IB9997;BUCKET HAT AC;ACCESSOIRES;ORIGINALS;28;A;A;X;;X;
IB9998;BUCKET HAT AC;ACCESSOIRES;ORIGINALS;28;C;A;X;;X;
IC0004;W FLOWER LEG;TEXTILE;SPORTSWEAR APP WOMEN;45;C;A;X;X;;
IC0007;W FLOWER LEG;TEXTILE;SPORTSWEAR APP WOMEN;45;C;A;X;X;;
GW9284;ADVANTAGE BASE;CHAUSSURES;SPORTSWEAR FTW MEN;65;A;A;X;X;;X
IC0010;BUCKET HAT AC;ACCESSOIRES;ORIGINALS ACC HW ALL;28;A;A;X;;X;
IC0021;CURVED TRUCKER;ACCESSOIRES;ORIGINALS ACC HW ALL;23;A;A;X;;;
IC0024;W FLOWER CRO T;TEXTILE;SPORTSWEAR APP WOMEN;35;A;A;X;X;;
IC0027;W FLOWER CRO T;TEXTILE;SPORTSWEAR APP WOMEN;35;A;A;X;X;;
IC0041;M 3S WV TC PT;TEXTILE;SPORTSWEAR APP MEN;50;B;A;X;X;;
IC0044;M 3S SJ TO PT;TEXTILE;SPORTSWEAR APP MEN;45;A;A;X;X;;X
IC0045;M 3S SJ TO PT;TEXTILE;SPORTSWEAR APP MEN;45;B;A;X;X;;X
IC0046;M 3S SJ TO PT;TEXTILE;SPORTSWEAR APP MEN;45;B;A;X;X;;
IC0050;M 3S FT TE PT;TEXTILE;SPORTSWEAR APP MEN;50;A;A;X;X;;
IC0053;M 3S FT TE PT;TEXTILE;SPORTSWEAR APP MEN;50;A;A;X;X;;
IC0054;M 3S FT TE PT;TEXTILE;SPORTSWEAR APP MEN;50;A;A;X;X;;
IC0055;M LIN SJ TE PT;TEXTILE;SPORTSWEAR APP MEN;45;A;A;X;X;;X
IC0056;M LIN SJ TE PT;TEXTILE;SPORTSWEAR APP MEN;45;A;A;X;X;;X
IC0059;M STANFRD TC PT;TEXTILE;SPORTSWEAR APP MEN;45;A;A;X;X;;
IC0060;M STANFRD TC PT;TEXTILE;SPORTSWEAR APP MEN;45;A;A;X;X;;
IC0062;M LIN SJ SHO;TEXTILE;SPORTSWEAR APP MEN;35;A;A;X;X;;
IC0063;M LIN FT TE PT;TEXTILE;SPORTSWEAR APP MEN;50;A;A;X;X;;
IC0095;G FI AOP TIG;TEXTILE;SPORTSWEAR APP KIDS;35;A;A;X;X;;
IC0112;G 3S TS;TEXTILE;SPORTSWEAR APP KIDS;60;A;A;X;X;;
IC0226;DAME SHOW TEE;TEXTILE;BASKETBALL APP MEN;31,67;A;A;X;X;X;
IC0353;G TI 3S T;TEXTILE;SPORTSWEAR APP KIDS;25;A;A;X;X;;
IC0356;G TI 3S T;TEXTILE;SPORTSWEAR APP KIDS;25;A;A;X;X;;
IC0363;G TI 3S OPT TIG;TEXTILE;SPORTSWEAR APP KIDS;35;A;A;X;X;;
IC0384;G L KN SHO;TEXTILE;SPORTSWEAR APP KIDS;30;A;A;X;X;;
IC0433;M 3S FT FZ HD;TEXTILE;SPORTSWEAR APP MEN;65;A;A;X;X;;
IC0435;M 3S FT HD;TEXTILE;SPORTSWEAR APP MEN;60;A;A;X;X;;
IC0440;M BL SJ HD;TEXTILE;SPORTSWEAR APP MEN;55;A;A;X;X;;
IC0441;M BL SJ HD;TEXTILE;SPORTSWEAR APP MEN;55;A;A;X;X;;
IC0604;U 3S TEE;TEXTILE;SPORTSWEAR APP KIDS;20;A;A;X;X;;
IC0605;U 3S TEE;TEXTILE;SPORTSWEAR APP KIDS;20;B;A;X;X;;
IC0606;U 3S TEE;TEXTILE;SPORTSWEAR APP KIDS;20;A;A;X;X;;
IC0609;I 3S SPORT SET;TEXTILE;SPORTSWEAR APP KIDS;30;A;A;X;X;;
IC0629;W LIN T;TEXTILE;NOT SPORTS SPECIFIC;30;A;A;X;X;;
IC1220;TR-ES FR LOGO T;TEXTILE;TRAINING;35;A;A;X;X;;
IC1221;TR-ES FR LOGO T;TEXTILE;TRAINING;35;A;A;X;X;;
IC1276;C SPW ANK 1P;ACCESSOIRES;TRAINING ACC HW ALL;5;B;A;X;X;;
IC1277;C SPW ANK 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;B;A;X;X;;
IC1281;C SPW ANK 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;A;A;X;X;;
IC1282;T SPW ANK 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;A;A;X;X;;
IC1283;T SPW ANK 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;A;A;X;X;;
IC1288;T SPW ANK 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;B;A;X;X;;
IC1290;T SPW ANK 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;A;A;X;X;;
IC1292;C SPW ANK 6P;ACCESSOIRES;TRAINING ACC HW ALL;20;A;A;;X;;
IC1295;T LIN BALLER 2P;ACCESSOIRES;TRAINING ACC HW ALL;6;A;A;X;X;;X
IC1299;T LIN LOW 3P;ACCESSOIRES;TRAINING ACC HW ALL;8;A;A;X;X;;X
IC1300;T LIN LOW 3P;ACCESSOIRES;TRAINING ACC HW ALL;8;A;A;X;X;;X
IC1301;C LIN CREW 3P;ACCESSOIRES;TRAINING ACC HW ALL;10;A;A;X;X;;X
IC1302;C LIN CREW 3P;ACCESSOIRES;TRAINING ACC HW ALL;10;A;A;;X;;
IC1303;C LIN ANKLE 3P;ACCESSOIRES;TRAINING ACC HW ALL;9;B;A;X;X;;X
IC1304;C LIN ANKLE 3P;ACCESSOIRES;TRAINING ACC HW ALL;9;B;A;X;X;;X
IC1309;C SPW CRW 1P;ACCESSOIRES;TRAINING ACC HW ALL;5;A;A;X;X;;
IC1310;C SPW CRW 3P;ACCESSOIRES;TRAINING ACC HW ALL;13;A;A;X;X;;
IC1311;C SPW CRW 3P;ACCESSOIRES;TRAINING ACC HW ALL;13;A;A;;X;;
IC1315;C SPW CRW 3P;ACCESSOIRES;TRAINING ACC HW ALL;13;A;A;X;X;;
IC1317;3S C SPW MID 3P;ACCESSOIRES;TRAINING ACC HW ALL;13;A;A;X;X;;
IC1318;3S C SPW MID 3P;ACCESSOIRES;TRAINING ACC HW ALL;13;A;A;X;X;;
IC1321;3S C SPW CRW 3P;ACCESSOIRES;TRAINING ACC HW ALL;15;A;A;X;X;;X
IC1327;T SPW NS 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;A;A;X;X;;X
IC1328;T SPW NS 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;B;A;X;X;;X
IC1331;C SPW LOW 1P;ACCESSOIRES;TRAINING ACC HW ALL;5;B;A;X;X;;
IC1332;C SPW LOW 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;B;A;;X;;
IC1333;C SPW LOW 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;B;A;;X;;
IC1334;C SPW LOW 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;C;A;;X;;
IC1335;C SPW LOW 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;C;A;;X;;
IC1336;T SPW LOW 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;A;A;;X;;
IC1337;T SPW LOW 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;A;A;;X;;
IC1338;T SPW LOW 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;B;A;;X;;
IC1339;T SPW LOW 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;A;A;;X;;
IC1472;W 3S CR TOP;TEXTILE;SPORTSWEAR APP WOMEN;28;A;A;X;X;;
IC1483;TR-ES LOGO SHO;TEXTILE;TRAINING APP MEN;35;A;A;X;X;;
IC1484;M 3S CHELSEA;TEXTILE;SPORTSWEAR APP MEN;35;A;A;X;X;;
IC1485;M 3S CHELSEA;TEXTILE;SPORTSWEAR APP MEN;35;A;A;X;X;;
IC1535;BLUV Q2 ROMPER;TEXTILE;SPORTSWEAR APP WOMEN;55;A;A;X;X;;
IC1543;T-SHIRT AOP;TEXTILE;ORIGINALS APP WOMEN;50;A;A;X;;;
IC1585;TIRO23 CB TRPNT;TEXTILE;FOOTBALL APP GENERIC MEN;45;A;A;X;X;;X
IC1586;TIRO23 CB TRPNT;TEXTILE;FOOTBALL APP GENERIC MEN;45;A;A;X;X;;X
IC1587;TIRO23 CBTRPNTY;TEXTILE;FOOTBALL APP GENERIC KIDS;40;C;A;X;X;;
IC1589;TIRO23 CB TRJSY;TEXTILE;FOOTBALL APP GENERIC MEN;25;A;A;X;X;;X
IC1590;TIRO23 CB TRJSY;TEXTILE;FOOTBALL APP GENERIC MEN;25;B;A;X;X;;X
IC1591;TIRO23 CBTRJSYY;TEXTILE;FOOTBALL APP GENERIC KIDS;20;C;A;X;X;;
IC1592;TIRO23 CBTRJSYY;TEXTILE;FOOTBALL APP GENERIC KIDS;20;C;A;X;X;;
IC1593;TIRO23 CBTRSHOY;TEXTILE;FOOTBALL APP GENERIC KIDS;20;C;A;X;X;;
IC1597;TIRO23 CB TRSHO;TEXTILE;FOOTBALL APP GENERIC MEN;25;A;A;X;X;;
IC1598;TIRO23 CB TRSHO;TEXTILE;FOOTBALL APP GENERIC MEN;25;A;A;X;X;;
IC1678;M POWER LOGO FT;TEXTILE;SPORTSWEAR APP MEN;40;C;A;X;X;;
IC1817;TF TRAIN TK;TEXTILE;TRAINING APP WOMEN;35;A;A;X;X;;
IC1855;MESH PERF G T;TEXTILE;BASKETBALL APP MEN;30;C;A;X;X;X;
IC1856;MESH PERF G T;TEXTILE;BASKETBALL APP MEN;30;C;A;X;X;X;
IC1861;CHAIN NET G T;TEXTILE;BASKETBALL APP MEN;30;C;A;X;X;X;
IC1862;CHAIN NET G T;TEXTILE;BASKETBALL APP MEN;30;C;A;X;X;X;
IC2015;M D4T TEE;TEXTILE;TRAINING APP MEN;40;C;A;X;X;;
IC2027;SHORT TEE SET;TEXTILE;ORIGINALS;38;C;A;X;;;
IC2039;D4T HR AOP SHO;TEXTILE;TRAINING APP MEN;55;B;A;X;X;;
IC2040;D4T HR AOP SHO;TEXTILE;TRAINING APP MEN;55;B;A;X;X;;
IC2045;M D4T SHORT;TEXTILE;TRAINING APP MEN;45;B;A;X;X;;
IC2069;RUN ES CAP A.R.;ACCESSOIRES;TRAINING ACC HW ALL;18;A;A;X;X;;
IC2110;M WO PU TEE;TEXTILE;TRAINING APP MEN;45;C;A;X;X;;
IC2132;SHORT TEE SET;TEXTILE;ORIGINALS;48;A;A;X;;;
IC2134;TEE;TEXTILE;ORIGINALS APP KIDS;28;C;A;X;;;
IC2135;TEE;TEXTILE;ORIGINALS APP KIDS;28;B;A;X;;;
IC2150;WAISTBAG;ACCESSOIRES;ORIGINALS ACC HW ALL;33;C;A;X;;;
IC2151;MINI AIRLINER;ACCESSOIRES;ORIGINALS ACC HW ALL;33;B;A;X;;;
IC2152;MINI BACKPACK;ACCESSOIRES;ORIGINALS ACC HW ALL;38;C;A;X;;;
IC2193;HOODIE;TEXTILE;ORIGINALS APP KIDS;55;B;A;X;;;
IC2216;HELLO K BUCKET;ACCESSOIRES;ORIGINALS ACC HW ALL;28;C;A;X;;;
IC2289;ADV NA Tee MWN;TEXTILE;ORIGINALS APP MEN;45;C;A;X;;;
IC2332;ADV NA Tee;TEXTILE;ORIGINALS APP MEN;40;C;A;X;;;
IC2335;ADV FC TEE;TEXTILE;ORIGINALS APP MEN;40;C;A;X;;;
IC2360;ADV MTN F TEE;TEXTILE;ORIGINALS APP MEN;40;C;A;X;;;
IC2361;ADV MTN F TEE;TEXTILE;ORIGINALS APP MEN;40;C;A;X;;;
IC2364;ADV MTN B TEE;TEXTILE;ORIGINALS APP MEN;40;B;A;X;;;
IC2376;SHORT SST TT;TEXTILE;ORIGINALS APP WOMEN;75;A;A;X;;X;
IC2378;TEE;TEXTILE;ORIGINALS APP WOMEN;45;A;A;X;;;
IC2379;TEE;TEXTILE;ORIGINALS APP WOMEN;45;A;A;X;;X;
IC2383;LEGGINGS;TEXTILE;ORIGINALS APP WOMEN;40;A;A;X;;;
IC2384;LEGGINGS;TEXTILE;ORIGINALS APP WOMEN;40;A;A;X;;;
IC2413;SELECT JKT;TEXTILE;BASKETBALL APP MEN;57,38;B;A;X;X;X;
IC2635;OTR JACKET;TEXTILE;RUNNING APP MEN;75;B;A;X;X;;
IC3031;PE DAD CAP;ACCESSOIRES;ORIGINALS ACC HW ALL;28;A;A;X;;X;
IC3034;SHORT TEE SET;TEXTILE;ORIGINALS APP KIDS;48;A;A;X;;;
IC3039;AR TRUCKER CAP;ACCESSOIRES;ORIGINALS ACC HW ALL;25;B;A;X;;X;
IC3040;AR TRUCKER CAP;ACCESSOIRES;ORIGINALS ACC HW ALL;25;B;A;X;;X;
IC3058;SST TRACK TOP;TEXTILE;ORIGINALS APP KIDS;55;B;A;X;;;
IC3071;TEE;TEXTILE;ORIGINALS;28;B;A;X;;;
IC3089;SST TRACK PANTS;TEXTILE;ORIGINALS APP KIDS;43;B;A;X;;;
IC3149;G LIN T;TEXTILE;SPORTSWEAR APP KIDS;20;A;A;X;X;;
IC3150;G LIN T;TEXTILE;SPORTSWEAR APP KIDS;20;A;A;X;X;;
IC3152;G LIN T;TEXTILE;SPORTSWEAR APP KIDS;20;A;A;X;X;;
IC3154;G ESS LIN T;TEXTILE;SPORTSWEAR APP KIDS;20;A;A;X;X;;
IC3164;G BL TIG;TEXTILE;SPORTSWEAR APP KIDS;25;A;A;X;X;;
IC3165;G ESS BL TIG;TEXTILE;SPORTSWEAR APP KIDS;25;C;A;X;X;;
